SITENO,Dam_name,NID_ID,Owner_name,Owner_type,Purpose,Latitude,Longitude,State,County,City,River_name,State_reg,Dam_type,NID_Height_ft,NID_height_cat,Dam_length_ft,Volume_cubic_yards,Year_completed,Year_completed_category,NID_storage_acre_ft,Max_storage_acre_ft,Normal_storage_acre_ft,Surface_area_acres,Drainage_area_sq_miles,Max_discharge_cubic_ft_sec,Spillway_type,Spillway_width_ft,Hazard_potential_class,Condition_assessment
05552500,Lake In The Hills 2 Dam,IL01004,VILLAGE OF LAKE IN THE HILLS,Local Government,Other,42.18011,-88.31097,Illinois,McHenry,LAKE IN THE HILLS,CRYSTAL CREEK,IDNR,Earth,15,Less than 25 feet,635,0,1947,1940-1949,125,125,80,130,1.8,1430,Uncontrolled,40,Significant,Not Available
05552500,Lake Prestbury Dam,IL00924,"PRESTBURY CITIZENS ASSOCIATION, INC.",Private,Recreation,41.77962,-88.42209,Illinois,Kane,SUGAR GROVE,PRESTBURY BRANCH BLACKBERRY CREEK,IDNR,Earth,14,Less than 25 feet,1140,0,1966,1960-1969,126,126,71,NULL,NULL,NULL,Controlled,24,High,Not Available
05552500,Saratoga Mill,WI00682,CITY OF WAUKESHA,Local Government,Recreation,43.013549999999995,-88.22893,Wisconsin,Waukesha,WAUKESHA,FOX,WIDNR,Gravity,10,Less than 25 feet,130,NULL,1836,Before 1900,130,130,81,24,120,1715,Controlled,NULL,Low,Fair
05552500,Montgomery Dam,IL00920,ILLINOIS DEPARTMENT OF NATURAL RESOURCES,State,Flood Risk Reduction,41.73372,-88.33392,Illinois,Kane,MONTGOMERY,FOX RIVER,IDNR,Gravity,7,Less than 25 feet,325,0,1969,1960-1969,131,131,131,NULL,NULL,NULL,Uncontrolled,365,Significant,Not Available
05552500,Saylesville Roller Mill,WI00332,"Reid, Drake",Private,Recreation,42.948758999999995,-88.3232668,Wisconsin,Waukesha,SAYLESVILLE,WHITE CREEK,WIDNR,Gravity;Earth,15,Less than 25 feet,600,NULL,1894,Before 1900,135,135,90,45,27.900000000000002,1142,Uncontrolled,NULL,Low,Fair
05552500,Pabst,WI00701,Pabst Lake District,Local Government,Recreation,42.828705,-88.4868076,Wisconsin,Walworth,NONE,BAKERS CREEK,WIDNR,Gravity;Earth,13,Less than 25 feet,390,NULL,1930,1930-1939,140,140,50,20,5,600,Controlled,NULL,Low,Fair
05552500,Patriot Parkway Dam,IL55060,VILLAGE OF ELBURN,Private,Flood Risk Reduction,41.87674,-88.45987,Illinois,Kane,ELBURN,TRIB D BLACKBERRY CREEK,IDNR,Earth,15,Less than 25 feet,750,0,2005,Since 2000,142,142,0,NULL,NULL,NULL,Uncontrolled,0,High,Not Available
05552500,St. Charles Dam,IL00913,ILLINOIS DEPARTMENT OF NATURAL RESOURCES,Private,Flood Risk Reduction,41.91409,-88.31399,Illinois,Kane,ST.CHARLES,FOX RIVER,IDNR,Gravity,7,Less than 25 feet,300,0,1918,1910-1919,143,143,143,NULL,NULL,NULL,Uncontrolled,300,Significant,Not Available
05552500,Streamwood Golf Course Dam,IL50158,VILLAGE OF STREAMWOOD,Local Government,Flood Risk Reduction,42.02411,-88.19571,Illinois,Cook,STREAMWOOD,SOUTH BRANCH POPLAR CREEK,IDNR,Earth,8,Less than 25 feet,600,0,1989,1980-1989,145,145,0,NULL,NULL,390,Uncontrolled,46,Low,Not Available
05552500,Labuy Lake Dam,IL55126,FOREST PRESERVE DISTRICT OF COOK COUNTY,Private,Recreation,42.12274,-88.14597,Illinois,Cook,BARRINGTON HILLS,FLINT CREEK,IDNR,Earth,7,Less than 25 feet,245,0,NULL,Undetermined,150,150,93,15.5,1.2,380,Uncontrolled,15,Low,Not Available
05552500,Fox Mill Lagoon 1 Dam,IL50337,WASCO SANITARY DISTRICT,Local Government,Other,41.917249999999996,-88.39679,Illinois,Kane,WASCO,MILL CREEK - OFFSTREAM,IDNR,Earth,26,25-50 feet,3600,0,1998,1990-1999,155,155,100,7,0.1,NULL,None,0,Low,Not Available
05552500,Willow Pond,WI20053,"Roeder, Barbara",Private,Recreation,42.8011788,-88.4455275,Wisconsin,Walworth,NULL,Unnamed Trib to Pickerel Lake,WIDNR,Concrete;Earth,8.3,Less than 25 feet,140,NULL,NULL,Undetermined,156,156,120,24,0.9,21.1,Uncontrolled,35,Low,Fair
05552500,Campton Lake Dam,IL00908,COMPTON LAKE HOMEOWNERS ASSOCIATION,Private,Recreation,41.95287,-88.40927,Illinois,Kane,RAINBOWS HILLS-OFFSTREAM,FERSON CREEK,IDNR,Earth,13,Less than 25 feet,241,0,1954,1950-1959,156,156,98,NULL,NULL,NULL,Uncontrolled,20,Low,Not Available
05552500,Orchard Lake Galena Boulevard Dam,IL55124,CITY OF AURORA/GALENA & CONSTITUTION P,Private,Flood Risk Reduction,41.765519999999995,-88.37453,Illinois,Kane,AURORA,TRIB BLACKBERRY CREEK,IDNR,Earth,11,Less than 25 feet,250,0,NULL,Undetermined,157,157,0,12.9,2.3,415,Uncontrolled,255,Low,Not Available
05552500,North Aurora Dam,IL00917,FOX VALLEY PARK DISTRICT,Local Government,Flood Risk Reduction,41.807179999999995,-88.32435,Illinois,Kane,NORTH AURORA,FOX RIVER,IDNR,Gravity,6,Less than 25 feet,375,0,1974,1970-1979,159,159,159,NULL,NULL,NULL,Uncontrolled,375,Significant,Not Available
05552500,Churchill Club Subdivision Basin D Dam,IL50534,VILLAGE OF OSWEGO,Local Government,Flood Risk Reduction,41.701029999999996,-88.29884,Illinois,Kendall,OSWEGO,TRIB WAUBONSEE CREEK,IDNR,Concrete,7.23,Less than 25 feet,40,0,2004,Since 2000,160,160,8,20,1.04,1000,Uncontrolled,0,Low,Not Available
05552500,Blott,WI10610,Linnie Lac Management District,Local Government,Recreation,42.93033,-88.15086,Wisconsin,Waukesha,MUSKEGO,MUSKEGO CREEK,WIDNR,Gravity;Earth,12,Less than 25 feet,NULL,NULL,1837,Before 1900,166,166,NULL,6,10,450,Controlled,NULL,High,Fair
05552500,Batavia Dam,IL00915,CITY OF BATAVIA,Local Government,Flood Risk Reduction,41.85527,-88.30842,Illinois,Kane,BATAVIA,FOX RIVER,IDNR,Earth,6,Less than 25 feet,300,0,1916,1910-1919,169,169,169,NULL,NULL,NULL,Uncontrolled,300,Significant,Not Available
05552500,North Aurora Towne Centre Basin D Dam,IL55098,RUBLOFF DEVELOPMENT INC.,Private,Flood Risk Reduction,41.80082,-88.36093,Illinois,Kane,AURORA,EAST RUN BLACKBERRY CR,IDNR,Earth,9,Less than 25 feet,2200,0,NULL,Undetermined,185,185,6,20,2.81,1819,Uncontrolled,0,Low,Not Available
05552500,Spring Valley Lake Dam,IL00910,RYLAND HOMES,Private,Recreation,41.97671,-88.38636,Illinois,Kane,ST.CHARLES,TRIB OTTER CREEK,IDNR,Earth,19,Less than 25 feet,750,0,1973,1970-1979,187,187,88,NULL,NULL,NULL,Uncontrolled,60,Low,Not Available
05552500,Settlers Ridge Pond 1 Dam,IL55107,KIMBALL HILL HOMES,Private,Flood Risk Reduction,41.76779,-88.41538,Illinois,Kane,SUGAR GROVE,BLACKBERRY CREEK,IDNR,Earth,9,Less than 25 feet,1420,0,2006,Since 2000,195,195,63,10.8,1.9,199,Uncontrolled,13,Low,Not Available
05552500,Corner Stone Lakes Dam,IL55019,TOWN & COUNRTY HOMES,Private,Flood Risk Reduction,41.93707,-88.24642,Illinois,DuPage,WEST CHICAGO,NORTON CREEK,IDNR,Earth,7,Less than 25 feet,1230,0,2000,Since 2000,200,200,0,NULL,NULL,NULL,Uncontrolled,0,Low,Not Available
05552500,Premium Outlets Boulevard Dam,IL55057,CHELSEA PROPERTY GROUP,Private,Flood Risk Reduction,41.802769999999995,-88.27947,Illinois,Kane,AURORA,INDIAN CREEK,IDNR,Earth,10,Less than 25 feet,500,0,NULL,Undetermined,200,200,0,NULL,NULL,NULL,Uncontrolled,0,Low,Not Available
05552500,Salow Lake,WI00975,"Dover Bay Homeowners Association, Inc. c/o Christopher Johnson",Private,"Fire Protection, Stock, Or Small Fish Pond",43.0448541,-88.3315677,Wisconsin,Waukesha,PEWAUKEE,Zion Creek,WIDNR,Earth;Gravity,20,Less than 25 feet,780,NULL,1969,1960-1969,230,230,120,22,1.25,43,Controlled,NULL,High,Fair
05552500,North Aurora Towne Centre Basin C Dam,IL55097,RUBLOFF DEVELOPMENT INC.,Private,Flood Risk Reduction,41.80104,-88.36883,Illinois,Kane,AURORA,EAST RUN BLACKBERRY CR,IDNR,Earth,15,Less than 25 feet,400,0,NULL,Undetermined,236,236,11,30,2.81,1569,Uncontrolled,0,Low,Not Available
05552500,Black Tern Marsh Dam,IL50320,ILLINOIS DEPARTMENT OF NATURAL RESOURCES,State,Recreation,42.30533,-88.24556,Illinois,McHenry,MCHENRY,TRIB FOX RIVER,IDNR,Earth,7,Less than 25 feet,1500,0,1992,1990-1999,250,250,133,NULL,NULL,21,Uncontrolled,2,Low,Not Available
05552500,Churchill Club Dam Basin B Dam,IL50493,OSEWEGOLAND PARK DISTRICT,Private,Flood Risk Reduction,41.69414,-88.31416,Illinois,Kendall,OSWEGO,TRIB WAUBANSEE CREEK,IDNR,Concrete,10,Less than 25 feet,65,0,2003,Since 2000,275,275,9.3,18.6,2.76,NULL,Uncontrolled,60,Low,Not Available
05552500,Timber Lake Dam,IL00632,MICHAEL GRAFF,Private,Recreation,42.24011,-88.12868,Illinois,Lake,TOWER LAKE,TRIB TOWER LAKE,IDNR,Earth,20,Less than 25 feet,320,0,1949,1940-1949,292,292,240,NULL,NULL,NULL,Uncontrolled,0,Low,Not Available
05552500,Rochester,WI01051,Racine County,Local Government,Recreation,42.7355587,-88.2259256,Wisconsin,Racine,BURLINGTON,FOX,WIDNR,Concrete;Earth;Gravity,9,Less than 25 feet,200,NULL,1975,1970-1979,300,300,160,46,460,1832,Controlled,117.8,Low,Fair
05552500,Wonder Lake Sediment Dewatering Facility Dam,IL55153,"E-I-E-I-O, LLC",Private,Other,42.398509999999995,-88.37691,Illinois,McHenry,WONDER LAKE,GALT CREEK - OFFSTREAM,IDNR,Earth,22,Less than 25 feet,2300,0,2014,Since 2000,300,300,0,40,NULL,NULL,Controlled,4,High,Not Available
05552500,Turtle Valley Phase Iii,WI01236,Wisconsin Department of Natural Resources,State,Other,42.709056,-88.6208883,Wisconsin,Walworth,NULL,SUGAR CREEK,WIDNR,Earth,12.5,Less than 25 feet,NULL,NULL,NULL,Undetermined,319,319,244,110,0.92,44.6,Controlled,NULL,Low,Not Rated
05552500,Honey Lake,WI00323,Honey Lake Protection & Rehabilitation District,Local Government,Recreation,42.7133768,-88.3072474,Wisconsin,Walworth,BURLINGTON,SUGAR CREEK,WIDNR,Gravity;Earth,12,Less than 25 feet,1500,NULL,1952,1950-1959,330,330,104,44,70,3200,Controlled,NULL,Low,Satisfactory
05552500,Rock Lake,WI00268,"Valentine, Linda",Private,Recreation,42.5037969,-88.1207892,Wisconsin,Kenosha,NONE,OUTLET OF ROCK LAKE,WIDNR,Gravity;Earth,8,Less than 25 feet,100,NULL,1929,1920-1929,350,350,300,44,1,15,Uncontrolled,NULL,Low,Fair
05552500,Thunderbird Lake 2 Dam,IL01126,CHARLES F. WIRTH,Private,Recreation,42.274989999999995,-88.26902,Illinois,McHenry,BARREVILLE-OFFSTREAM,SLEEPY HOLLOW CREEK,IDNR,Earth,10,Less than 25 feet,360,0,1965,1960-1969,395,395,220,NULL,NULL,NULL,Uncontrolled,0,Low,Not Available
05552500,Thunderbird Lake 1 Dam,IL01125,CHARLES F. WIRTH,Private,Recreation,42.27641,-88.26982,Illinois,McHenry,BARREVILLE-OFFSTREAM,SLEEPY HOLLOW CREEK,IDNR,Earth,7,Less than 25 feet,420,0,1965,1960-1969,395,395,220,NULL,NULL,NULL,Uncontrolled,21,Low,Not Available
05552500,Wold Lake Dam,IL01124,GEORGE WOLD,Private,Recreation,42.32879,-88.37141,Illinois,McHenry,BULL VALLEY,BOONE CREEK,IDNR,Earth,11,Less than 25 feet,800,0,1965,1960-1969,400,400,219,NULL,NULL,NULL,Uncontrolled,59,Low,Not Available
05552500,Mill Creek Water Reclamation District Dam,IL55171,MILL CREEK WATER RECLAMATION DISTRICT,Public Utility,Other,41.87477,-88.39221,Illinois,Kane,GENEVA,MILL CREEK - OFFSTREAM,IDNR,Earth,9,Less than 25 feet,5250,0,1995,1990-1999,401,401,327,25.400000000000002,NULL,NULL,Uncontrolled,0,High,Not Available
05552500,Lake of The Coves Dam,IL00863,VILLAGE OF SOUTH BARRINGTON,Local Government,Recreation,42.08389,-88.16066,Illinois,Cook,STREAMWOOD-OFFSTREAM,TRIB POPLAR CREEK,IDNR,Earth,10,Less than 25 feet,255,0,1969,1960-1969,404,404,244,NULL,NULL,NULL,Uncontrolled,0,Low,Not Available
05552500,Faivre Pond Dam 4,IL40014,DON FAIVRE;DON FAIVRE,Private,Recreation,41.869686,-88.680156,Illinois,DeKalb,PLANO,BATTLE CREEK NW BRANCH,IDNR,Earth;Earth,22,Less than 25 feet,800,25400,1977,1970-1979,411,411,110,23,1.92,35,Uncontrolled,52,Undetermined,Not Available
05552500,Cambridge Lakes Dam,IL55119,DRH CAMBRIDGE HOMES,Private,Flood Risk Reduction,42.088449999999995,-88.43941,Illinois,Kane,PINGREE GROVE,TRIB 2 TYLER CREEK,IDNR,Earth,7,Less than 25 feet,540,0,2007,Since 2000,412,412,0,35,3.1,NULL,Uncontrolled,11,Low,Not Available
05552500,Tower Lake Dam,IL00630,TOWER LAKES IMPROVEMENT ASSOCIATION,Private,Recreation,42.22813,-88.15781,Illinois,Lake,FOX RIVER GROVE,TRIB FOX RIVER,IDNR,Earth,12,Less than 25 feet,200,0,1915,1910-1919,421,421,194,NULL,NULL,NULL,Uncontrolled,13,Low,Not Available
05552500,Burlington,WI00648,City Of Burlington,Local Government,Recreation,42.6820865,-88.2771748,Wisconsin,Racine,BURLINGTON,WHITE,WIDNR,Gravity;Earth,10,Less than 25 feet,300,NULL,1934,1930-1939,450,450,130,100,284,5516,Controlled,262,Significant,Fair
05552500,Island Lake Dam,IL00580,VILLAGE OF ISLAND LAKE,Local Government,Recreation,42.27522,-88.20185,Illinois,McHenry,ISLAND LAKE,COTTON CREEK,IDNR,Earth,12,Less than 25 feet,160,0,1940,1940-1949,470,470,373,NULL,NULL,NULL,Uncontrolled,18,Low,Not Available
05552500,Waubeesee,WI10465,Town Of Norway,Local Government,Recreation,42.81528,-88.16368,Wisconsin,Racine,NONE,LAKE WAUBEESEE OUTLET,WIDNR,Gravity;Concrete,6.5,Less than 25 feet,NULL,NULL,1924,1920-1929,500,500,350,129,6,320,Controlled,NULL,Low,Fair
05552500,Vernon Marsh-N.Flowage,WI01104,Wisconsin Department of Natural Resources,State,Irrigation,42.9234789,-88.2842347,Wisconsin,Waukesha,NONE,PEBBLE BROOK,WIDNR,Earth,7,Less than 25 feet,NULL,NULL,1962,1960-1969,500,500,200,155,5.8,87,Controlled,NULL,Low,Fair
05552500,Meyer Material Kd Pit,WI01244,Kenosha County,Local Government,Water Supply,42.5566802,-88.238096,Wisconsin,Kenosha,Village of Bassett,UNNAMED TRIB TO PALMER CREEK,WIDNR,Earth;Gravity,21.5,Less than 25 feet,180,NULL,1995,1990-1999,535,535,335,38,2,840,Controlled,74,High,Fair
05552500,Yellow Head Marsh Dam,IL50261,ILLINOIS DEPARTMENT OF NATURAL RESOURCES,State,Other,42.31078,-88.23272,Illinois,McHenry,FERNDALE,TRIB FOX RIVER,IDNR,Earth,7,Less than 25 feet,1000,0,1990,1990-1999,579,579,0,NULL,NULL,400,Uncontrolled,24,Low,Not Available
05552500,Silver Lake Dam,IL00584,VILLAGE OF OAKWOOD HILLS,Private,Recreation,42.24613,-88.24752,Illinois,McHenry,SILVER LAKE,TRIB FOX RIVER,IDNR,Earth,23,Less than 25 feet,170,0,1929,1920-1929,580,580,364,NULL,NULL,NULL,Uncontrolled,0,Low,Not Available
05552500,Willow Springs Lake,WI00444,SPRING BROOK WATERSHED LAKE MANAGEMENT DIST,Local Government,Recreation,42.9261265,-88.3664107,Wisconsin,Waukesha,SAYLESVILLE,SPRING BROOK,WIDNR,Gravity;Earth,20,Less than 25 feet,1940,NULL,1966,1960-1969,590,590,220,60,3.1,250,Uncontrolled,NULL,Low,Fair
05552500,Wetfoot Lake Dam,IL55027,COOK COUNTY FOREST PRESERVE DISTRICT,Local Government,Fish and Wildlife Pond,42.06738,-88.11118,Illinois,Cook,HOFFMAN ESTATES,EAST BRANCH POPLAR CREEK,IDNR,Earth,13,Less than 25 feet,250,0,NULL,Undetermined,633,633,0,NULL,2.6,NULL,Uncontrolled,25,Low,Not Available
05552500,Yorkville Dam,IL50088,ILLINOIS DEPARTMENT OF NATURAL RESOURCES,State,Recreation,41.643429999999995,-88.44311,Illinois,Kendall,YORKVILLE,FOX RIVER,IDNR,Gravity,12,Less than 25 feet,530,0,1961,1960-1969,750,750,288,NULL,1804,NULL,Uncontrolled,530,Significant,Not Available
05552500,Vernon Marsh-Mid.Flowage,WI01103,Wisconsin Department of Natural Resources,State,Other,42.9204792,-88.2846198,Wisconsin,Waukesha,NONE,MILL BROOK,WIDNR,Earth,7,Less than 25 feet,4000,NULL,1962,1960-1969,830,830,330,250,3.4,150,Controlled,NULL,Low,Fair
05552500,Slocum Lake Dam,IL50007,WILLIAMS PARK IMPROVEMENT ASSOCIATION,Private,Recreation,42.256209999999996,-88.19157,Illinois,Lake,WAUCONDA,SLOCUM LAKE DITCH,IDNR,Earth,8,Less than 25 feet,30,0,1983,1980-1989,900,900,760,NULL,NULL,185,Controlled,26,Low,Not Available
05552500,Lake In The Hills Dam 1,IL00568,VILLAGE OF LAKE IN THE HILLS,Local Government,Recreation,42.08013,-88.31755,Illinois,Kane,LAKE IN THE HILLS,WOODS CREEK,IDNR,Earth,40,25-50 feet,780,0,1926,1920-1929,969,969,598,9.3,0.4,14000,Uncontrolled,396,High,Not Available
05552500,Geneva Dam,IL50087,ILLINOIS DEPARTMENT OF NATURAL RESOURCES,State,Recreation,41.888149999999996,-88.30208,Illinois,Kane,GENEVA,FOX RIVER,IDNR,Gravity,13,Less than 25 feet,443,0,1910,1910-1919,1100,1100,850,NULL,NULL,NULL,Uncontrolled,441,Low,Not Available
05552500,Carpentersville Dam,IL00909,KANE COUNTY FOREST PRESERVE DISTRICT,Local Government,Recreation,42.11479,-88.29239,Illinois,Kane,CARPENTERSVILLE,FOX RIVER,IDNR,Concrete,8,Less than 25 feet,378,0,1916,1910-1919,1100,1100,560,NULL,NULL,NULL,Uncontrolled,378,Low,Not Available
05552500,Kimball Street Dam,IL55024,CITY OF ELGIN,Local Government,Navigation,42.04123,-88.28938,Illinois,Kane,ELGIN,FOX RIVER,IDNR,Rockfill,13,Less than 25 feet,325,0,1884,Before 1900,1303,1303,0,314,NULL,NULL,Uncontrolled,0,Significant,Not Available
05552500,Round Lake Dam,IL00593,VILLAGE OF ROUND LAKE BEACH,Local Government,Recreation,42.36861,-88.08911,Illinois,Lake,ROUND LAKE BEACH,TRIB SQUAW CREEK,IDNR,Earth,9,Less than 25 feet,140,0,1945,1940-1949,1484,1484,976,242,2.5,187,Uncontrolled,20,Significant,Not Available
05552500,Camp Lake,WI10260,Kenosha County,Local Government,Recreation,42.5092886,-88.1476065,Wisconsin,Kenosha,Camp Lake,OUTLET CAMP LAKE,WIDNR,Other;Earth,7,Less than 25 feet,1000,NULL,1933,1930-1939,1500,1500,135,461,8,110,Controlled,20,Low,Fair
05552500,Wambold,WI00331,"Eagle Spring Lake Management District;Wruck, Steven",Local Government;Private,Recreation,42.8559601,-88.4351349,Wisconsin,Waukesha,EAGLEVILLE,MUKWONAGO R,WIDNR,Gravity;Earth,12,Less than 25 feet,301,NULL,1836,Before 1900,1540,1540,1127,311,22,NULL,Controlled,NULL,Significant,Fair
05552500,Dayton,IL00008,NULL,Not Listed,Navigation,41.39,-88.7876,Illinois,LaSalle,Ottawa,Fox River,IDNR,Earth;Multi-Arch,26.400000000000002,25-50 feet,963,NULL,1925,1920-1929,1800,1800,605,200,2642,41200,Controlled,NULL,Low,Satisfactory
05552500,Mukwonago,WI00334,Village Of Mukwonago,Local Government,Recreation,42.8565296,-88.3301488,Wisconsin,Waukesha,MUKWONAGO,MUKWONAGO,WIDNR,Gravity;Earth,10,Less than 25 feet,250,NULL,1848,Before 1900,2740,2740,2200,540,60,1270,Controlled,NULL,Low,Satisfactory
05552500,Eagle Lake,WI01114,Racine County,Local Government,Recreation,42.7073399,-88.1363184,Wisconsin,Racine,NONE,EAGLE CREEK,WIDNR,Gravity;Earth,8,Less than 25 feet,800,NULL,1917,1910-1919,3600,3600,2500,515,7,690,Uncontrolled,NULL,Low,Not Rated
05552500,Little Muskego,WI00703,City Of Muskego,Local Government,Recreation,42.9071,-88.1411,Wisconsin,Waukesha,MUSKEGO,MUSKEGO CREEK,WIDNR,Gravity;Earth,12,Less than 25 feet,750,NULL,1972,1970-1979,4300,4300,3500,506,11.6,325,Uncontrolled,NULL,High,Satisfactory
05552500,Shabbona Lake Dam,IL01202,ILLINOIS DEPARTMENT OF NATURAL RESOURCES,State,Other,41.737919999999995,-88.85644,Illinois,DeKalb,SHABBONA GROVE,INDIAN CREEK,IDNR,Earth,56,51-100 feet,2570,0,1974,1970-1979,6387,6387,4275,NULL,NULL,NULL,Uncontrolled,443,Low,Not Available
05552500,Wind Lake,WI01115,Racine County,Local Government,Recreation,42.8132438,-88.1421636,Wisconsin,Racine,NONE,MUSKEGO CREEK,WIDNR,Gravity;Earth,7,Less than 25 feet,120,NULL,1905,1900-1909,6550,6550,3740,936,35,2120,Controlled,NULL,Low,Fair
05552500,Lake Beulah,WI00699,Lake Beulah Management District;Walworth County,Local Government;Local Government,Recreation,42.8379535,-88.3824918,Wisconsin,Walworth,Mukwonago,Lake Beulah Outlet,WIDNR,Gravity;Earth,14,Less than 25 feet,300,NULL,1840,Before 1900,7000,7000,5000,834,10,193,Uncontrolled,NULL,High,Fair
05552500,Lauderdale Lakes,WI00212,Lauderdale Lakes Lake Management District,Local Government,Recreation,42.7656224,-88.5568058,Wisconsin,Walworth,TROY,Honey Creek,WIDNR,Gravity;Earth,14,Less than 25 feet,425,NULL,1840,Before 1900,7200,7200,5500,834,12,170,Controlled,NULL,High,Fair
05552500,Waterford,WI00293,Racine County,Local Government,Recreation,42.7666305,-88.2104812,Wisconsin,Racine,WATERFORD,FOX,WIDNR,Earth;Other,10,Less than 25 feet,1300,NULL,1977,1970-1979,7500,7500,3000,1133,359,3920,Uncontrolled,NULL,Significant,Fair
05552500,Fermilab Main Injector Dam,IL50350,U.S. DEPARTMENT OF ENERGY,Federal,Flood Risk Reduction,41.822919999999996,-88.27147,Illinois,Kane,BATAVIA,INDIAN CREEK,IDNR,Earth,18,Less than 25 feet,3500,0,1997,1990-1999,9000,9000,0,NULL,NULL,NULL,Uncontrolled,9,Low,Not Available
05552500,Holiday Lake Dam,IL00458,LAKE HOLIDAY PROPERTY OWNERS ASSOCIATION,Private,Recreation,41.605109999999996,-88.67901,Illinois,LaSalle,SHERIDAN,SOMONAUK CREEK,IDNR,Earth,41,25-50 feet,1110,0,1965,1960-1969,10159,10159,2223,295,64.6,30580,Uncontrolled,300,High,Not Available
05552500,Wonder Lake Dam,IL00585,"MASTER PROPERTY OWNERS ASSOCIATION, INC.",Private,Recreation,42.408789999999996,-88.34245,Illinois,McHenry,WONDER LAKE,NIPPERSINK CREEK,IDNR,Earth,27,25-50 feet,1050,0,1929,1920-1929,10194,10194,4877,728,97.2,8471,Uncontrolled,150,High,Not Available
05552500,Algonquin Dam,IL55063,ILLINOIS DEPARTMENT OF NATURAL RESOURCES,State,Flood Risk Reduction,42.16574,-88.29009,Illinois,McHenry,ALGONQUIN,FOX RIVER,IDNR,Concrete;Rockfill,9,Less than 25 feet,300,0,1947,1940-1949,24200,24200,0,NULL,NULL,NULL,Uncontrolled,0,Significant,Not Available
05552500,Pewaukee,WI00336,Village Of Pewaukee,Local Government,Recreation,43.0842232,-88.2646316,Wisconsin,Waukesha,PEWAUKEE,PEWAUKEE,WIDNR,Gravity,14,Less than 25 feet,800,NULL,1842,Before 1900,36900,36900,15000,2493,27.6,120,Controlled,NULL,High,Satisfactory
05552500,Lake Geneva,WI00084,Lake Level Board,Private,Recreation,42.5900435,-88.4350903,Wisconsin,Walworth,LAKE GENEVA,WHITE RIVER,WIDNR,Gravity,14,Less than 25 feet,300,NULL,1836,Before 1900,40000,40000,30000,5262,36,650,Controlled,NULL,Low,Satisfactory
05552500,Stratton Lock and Dam,IL00288,ILLINOIS DEPARTMENT OF NATURAL RESOURCES,State,Flood Risk Reduction,42.309169999999995,-88.25139,Illinois,McHenry,HOLIDAY HILLS,FOX RIVER,IDNR,Gravity,7,Less than 25 feet,275,0,1939,1930-1939,113000,113000,37000,8700,1243,12759,Controlled,627,Significant,Not Available
05554500,Laue Lake Dam,IL01210,CHARLES E. LAUE,Private,"Fire Protection, Stock, Or Small Fish Pond",40.70147,-88.22951,Illinois,Ford,PIPER CITY,TRIB NORTH FORK VERMILION RIV,IDNR,Earth,16,Less than 25 feet,568,0,1964,1960-1969,59,59,36,NULL,NULL,NULL,Uncontrolled,32,Low,Not Available
05554500,Kempton Farm Dam,IL50449,F & R TILING INC.,Private,Other,40.92932,-88.25806,Illinois,Livingston,NULL,TRIB KELLY CREEK,IDNR,Earth,18,Less than 25 feet,3100,0,2002,Since 2000,302,302,115,27,0.21,102,Uncontrolled,19,Low,Not Available
05555300,Laue Lake Dam,IL01210,CHARLES E. LAUE,Private,"Fire Protection, Stock, Or Small Fish Pond",40.70147,-88.22951,Illinois,Ford,PIPER CITY,TRIB NORTH FORK VERMILION RIV,IDNR,Earth,16,Less than 25 feet,568,0,1964,1960-1969,59,59,36,NULL,NULL,NULL,Uncontrolled,32,Low,Not Available
05555300,Gower Pond Dam 1,IL40056,DR. W.O. GOWER;DR. W.O. GOWER,Private,Fish and Wildlife Pond,41.013826,-88.6425,Illinois,Livingston,CORNELL,TR- MUD CREEK,IDNR,Earth;Earth,23,Less than 25 feet,735,14906,1975,1970-1979,71,71,51,7,0.17,30,Uncontrolled,20,Low,Not Available
05555300,Lentman Lake Dam,IL01134,ILLINOIS-AMERICAN WATER COMPANY,Private,Recreation,41.08847,-88.82295,Illinois,Livingston,STREATOR,VERMILION RIVER-OFFSTREAM,IDNR,Earth,12,Less than 25 feet,310,0,1965,1960-1969,198,198,74,NULL,NULL,NULL,None,0,Low,Not Available
05555300,Kempton Farm Dam,IL50449,F & R TILING INC.,Private,Other,40.92932,-88.25806,Illinois,Livingston,NULL,TRIB KELLY CREEK,IDNR,Earth,18,Less than 25 feet,3100,0,2002,Since 2000,302,302,115,27,0.21,102,Uncontrolled,19,Low,Not Available
05555300,Wolf Creek Golf Course Dam,IL50359,PETER DENNYS SCULLY TRUST,Private,Other,40.94779,-88.56423,Illinois,Livingston,CAYUGA,TRIB WOLF CREEK,IDNR,Earth,13,Less than 25 feet,1800,0,1997,1990-1999,500,500,200,43,0.9,200,Uncontrolled,14,Low,Not Available
05555300,Streator Vermilion River Dam,IL01156,ILLINOIS-AMERICAN WATER COMPANY,Private,Water Supply,41.08762,-88.81356,Illinois,Livingston,STREATOR,VERMILION RIVER,IDNR,Gravity,14,Less than 25 feet,220,0,1925,1920-1929,1330,1330,1330,NULL,NULL,NULL,Uncontrolled,200,Significant,Not Available
05569500,Shebb Oaks Lake Dam,IL00445,WAYNE SKALOUD,Private,Recreation,41.001509999999996,-90.22226,Illinois,Knox,ELMORE,TRIB COURT CREEK,IDNR,Earth,27,25-50 feet,280,0,1957,1950-1959,38,38,27,NULL,NULL,NULL,Uncontrolled,59,Low,Not Available
